,Shown Card,Win,Push,Num Hits,BlackJack,Final Total,Initial Total,Dealer Final Total,Dealer BlackJack,Bust,Dealer Bust
0,6,True,False,0,False,16,6,23,False,False,True
0,1,True,False,0,False,20,20,19,False,False,False
0,1,True,False,2,False,20,8,23,False,False,True
0,9,False,False,3,False,24,8,19,False,True,False
0,10,False,False,2,False,24,13,20,False,True,False
0,2,True,False,0,False,18,18,23,False,False,True
0,8,False,True,1,False,17,14,17,False,False,False
0,6,True,False,0,False,16,16,26,False,False,True
0,13,True,False,1,False,17,13,25,False,False,True
0,6,True,False,0,False,18,18,25,False,False,True
0,8,False,False,1,False,23,14,18,False,True,False
0,12,True,False,2,False,21,4,20,False,False,False
0,4,True,False,0,False,17,7,22,False,False,True
0,11,False,False,1,False,26,16,19,False,True,False
0,12,True,False,2,False,21,12,24,False,False,True
0,8,False,False,1,False,22,12,19,False,True,False
0,10,False,False,2,False,25,11,18,False,True,False
0,12,True,False,1,False,21,11,20,False,False,False
0,6,False,False,0,False,12,12,19,False,False,False
0,4,True,False,0,True,21,11,25,False,False,True
0,2,True,False,0,False,12,12,22,False,False,True
0,4,True,False,0,False,13,13,23,False,False,True
0,3,True,False,0,False,20,20,19,False,False,False
0,12,False,False,1,False,24,14,23,False,True,True
0,5,True,False,0,False,14,4,23,False,False,True
0,1,True,False,0,False,20,20,24,False,False,True
0,4,False,False,1,False,14,11,21,True,False,False
0,5,True,False,0,False,16,16,22,False,False,True
0,11,False,False,1,False,18,8,21,True,False,False
0,4,False,False,1,False,13,11,17,False,False,False
0,9,False,False,1,False,22,14,19,False,True,False
0,2,False,True,0,False,20,20,20,False,False,False
0,11,False,False,1,False,25,15,20,False,True,False
0,3,False,False,0,False,12,12,17,False,False,False
0,13,False,False,1,False,25,15,20,False,True,False
0,7,False,False,2,False,24,8,18,False,True,False
0,8,False,False,0,False,18,18,19,False,False,False
0,4,False,False,0,False,13,13,19,False,False,False
0,13,False,False,1,False,22,16,22,False,True,True
0,12,True,False,0,False,19,19,18,False,False,False
0,3,False,False,0,False,12,12,17,False,False,False
0,11,False,False,1,False,22,13,17,False,True,False
0,10,False,False,0,False,11,11,21,True,False,False
0,2,False,False,0,False,19,9,20,False,False,False
0,3,False,False,0,False,15,15,17,False,False,False
0,1,True,False,0,False,19,9,24,False,False,True
0,12,True,False,0,True,21,11,20,False,False,False
0,9,True,False,1,False,20,11,18,False,False,False
0,1,False,False,0,False,17,17,20,False,False,False
0,10,True,False,1,False,18,14,24,False,False,True
0,12,False,False,1,False,23,6,20,False,True,False
0,10,False,False,0,False,8,8,21,True,False,False
0,13,False,True,0,False,20,20,20,False,False,False
0,6,False,True,1,False,21,11,21,True,False,False
0,13,False,False,1,False,19,9,20,False,False,False
0,3,False,False,0,False,18,18,21,True,False,False
0,10,False,False,1,False,26,16,19,False,True,False
0,3,True,False,0,False,14,14,23,False,False,True
0,1,False,False,1,False,17,15,19,False,False,False
0,2,True,False,0,False,15,5,22,False,False,True
0,5,True,False,0,False,13,13,22,False,False,True
0,11,True,False,1,False,21,4,20,False,False,False
0,12,True,False,0,False,20,20,18,False,False,False
0,3,True,False,0,False,14,14,22,False,False,True
0,10,True,False,1,False,20,12,24,False,False,True
0,8,False,False,2,False,26,15,18,False,True,False
0,8,False,False,1,False,18,8,19,False,False,False
0,7,True,False,0,True,21,11,17,False,False,False
0,6,False,False,0,False,18,18,21,True,False,False
0,11,False,False,0,False,17,17,20,False,False,False
0,11,False,False,2,False,24,12,18,False,True,False
0,9,False,False,1,False,23,3,17,False,True,False
0,11,False,False,1,False,18,11,19,False,False,False
0,13,True,False,1,False,19,9,18,False,False,False
0,4,False,False,1,False,15,9,17,False,False,False
0,7,True,False,1,False,21,13,17,False,False,False
0,3,True,False,0,False,19,19,22,False,False,True
0,11,False,False,2,False,24,8,18,False,True,False
0,2,False,False,0,False,17,17,19,False,False,False
0,2,False,False,0,False,14,14,21,True,False,False
0,2,True,False,0,False,20,20,25,False,False,True
0,7,True,False,0,False,20,20,17,False,False,False
0,5,False,False,0,False,17,7,18,False,False,False
0,1,True,False,0,False,17,17,24,False,False,True
0,11,False,False,1,False,23,13,19,False,True,False
0,12,True,False,1,False,19,14,18,False,False,False
0,12,False,False,0,False,14,14,21,True,False,False
0,6,False,False,0,False,16,6,21,True,False,False
0,3,False,False,0,False,12,12,17,False,False,False
0,7,True,False,0,False,18,8,24,False,False,True
0,1,False,False,1,False,22,12,23,False,True,True
0,12,False,False,2,False,22,5,20,False,True,False
0,12,False,False,2,False,22,4,25,False,True,True
0,10,False,False,1,False,24,14,21,True,True,False
0,1,False,False,0,False,14,14,21,True,False,False
0,2,True,False,0,False,20,20,18,False,False,False
0,13,True,False,0,False,19,19,24,False,False,True
0,1,False,False,1,False,24,14,19,False,True,False
0,11,False,False,1,False,23,16,25,False,True,True
0,5,False,False,0,False,16,16,20,False,False,False
0,6,True,False,0,False,20,20,17,False,False,False
0,3,False,False,0,False,14,14,20,False,False,False
0,10,True,False,0,False,20,20,18,False,False,False
0,3,True,False,0,False,18,18,17,False,False,False
0,9,False,False,4,False,23,5,23,False,True,True
0,4,False,False,0,False,17,7,21,True,False,False
0,10,False,True,0,False,20,20,20,False,False,False
0,11,False,False,1,False,23,15,19,False,True,False
0,6,False,False,0,False,17,17,20,False,False,False
0,13,False,False,1,False,24,15,19,False,True,False
0,1,False,True,0,False,17,17,17,False,False,False
0,9,True,False,0,False,20,20,19,False,False,False
0,2,True,False,0,False,14,14,23,False,False,True
0,4,True,False,0,True,21,11,22,False,False,True
0,6,True,False,0,False,17,17,26,False,False,True
0,11,False,False,2,False,18,8,19,False,False,False
0,2,False,False,0,False,15,15,20,False,False,False
0,4,False,False,0,False,16,16,17,False,False,False
0,8,False,False,1,False,22,12,23,False,True,True
0,9,False,False,2,False,23,6,26,False,True,True
0,9,False,False,1,False,26,16,19,False,True,False
0,6,False,False,0,False,12,12,21,True,False,False
0,5,True,False,0,True,21,11,25,False,False,True
0,2,False,True,0,False,20,10,20,False,False,False
0,3,False,False,0,False,12,12,21,True,False,False
0,2,True,False,0,False,16,16,25,False,False,True
0,3,True,False,0,False,20,20,24,False,False,True
0,6,True,False,0,False,20,20,19,False,False,False
0,5,True,False,0,False,18,8,17,False,False,False
0,2,False,False,0,False,14,4,17,False,False,False
0,10,False,False,2,False,24,10,19,False,True,False
0,5,True,False,0,False,19,19,23,False,False,True
0,5,False,False,0,False,15,15,19,False,False,False
0,8,False,False,1,False,22,15,20,False,True,False
0,8,True,False,0,False,20,20,24,False,False,True
0,2,True,False,0,False,12,12,23,False,False,True
0,6,True,False,0,False,13,13,23,False,False,True
0,11,True,False,0,False,17,17,24,False,False,True
0,9,False,False,0,False,17,17,20,False,False,False
0,8,True,False,0,False,17,7,23,False,False,True
0,2,False,False,0,False,14,14,17,False,False,False
0,10,False,False,1,False,24,14,25,False,True,True
0,5,True,False,1,False,13,4,22,False,False,True
0,4,True,False,0,False,20,20,19,False,False,False
0,4,False,False,0,False,13,13,20,False,False,False
0,6,False,False,0,False,13,3,17,False,False,False
0,9,True,False,1,False,21,16,18,False,False,False
0,3,True,False,0,False,15,15,24,False,False,True
0,8,False,False,0,False,18,18,20,False,False,False
0,11,False,True,1,False,20,2,20,False,False,False
0,12,False,False,2,False,26,14,20,False,True,False
0,10,False,False,1,False,24,16,25,False,True,True
0,8,False,False,1,False,25,5,18,False,True,False
0,5,True,False,0,False,13,13,24,False,False,True
0,5,False,False,0,False,14,14,21,True,False,False
0,5,True,False,0,False,13,13,26,False,False,True
0,3,True,False,0,False,15,15,25,False,False,True
0,13,True,False,1,False,17,14,22,False,False,True
0,11,False,True,0,False,20,20,20,False,False,False
0,2,False,False,0,False,15,15,17,False,False,False
0,8,False,True,1,False,17,13,17,False,False,False
0,6,True,False,0,False,20,20,26,False,False,True
0,3,True,False,0,False,20,20,17,False,False,False
0,5,True,False,0,False,14,14,24,False,False,True
0,5,True,False,1,False,21,11,20,False,False,False
0,4,False,False,0,False,16,16,20,False,False,False
0,3,True,False,0,False,18,18,24,False,False,True
0,7,True,False,1,False,20,10,24,False,False,True
0,1,True,False,1,False,18,13,17,False,False,False
0,4,False,False,0,False,17,17,20,False,False,False
0,3,True,False,0,False,18,18,23,False,False,True
0,12,False,False,1,False,18,13,20,False,False,False
0,6,False,True,0,False,19,19,19,False,False,False
0,10,False,False,1,False,18,12,19,False,False,False
0,12,False,True,3,False,17,5,17,False,False,False
0,7,True,False,0,True,21,11,18,False,False,False
0,13,True,False,0,False,20,20,18,False,False,False
0,11,False,False,1,False,25,16,17,False,True,False
0,3,True,False,0,True,21,11,20,False,False,False
0,9,False,False,2,False,23,8,20,False,True,False
0,10,False,False,2,False,24,14,19,False,True,False
0,2,False,False,0,False,14,14,20,False,False,False
0,12,False,True,0,False,20,20,20,False,False,False
0,7,False,False,3,False,22,12,17,False,True,False
0,6,True,False,0,False,13,13,23,False,False,True
0,5,False,False,0,False,12,12,18,False,False,False
0,12,True,False,0,False,18,18,22,False,False,True
0,9,True,False,2,False,18,8,25,False,False,True
0,3,False,False,0,False,14,14,18,False,False,False
0,2,False,True,0,False,17,7,17,False,False,False
0,7,False,True,1,False,19,15,19,False,False,False
0,13,False,True,0,False,19,19,19,False,False,False
0,9,True,False,0,True,21,11,19,False,False,False
0,12,True,False,0,False,20,20,17,False,False,False
0,13,False,True,0,False,20,20,20,False,False,False
0,5,False,False,1,False,18,11,19,False,False,False
0,4,False,False,0,False,13,13,17,False,False,False
0,2,False,False,0,False,14,4,20,False,False,False
0,2,True,False,1,False,21,11,17,False,False,False
0,3,False,False,0,False,17,7,19,False,False,False
0,8,False,False,0,False,17,17,18,False,False,False
0,12,True,False,1,False,21,14,18,False,False,False
0,11,False,False,1,False,24,14,20,False,True,False
0,13,False,False,1,False,23,14,20,False,True,False
0,1,False,False,1,False,24,16,18,False,True,False
0,11,False,False,1,False,18,11,19,False,False,False
0,12,False,False,0,False,7,7,21,True,False,False
0,5,True,False,0,False,13,13,24,False,False,True
0,12,True,False,0,False,18,18,23,False,False,True
0,9,True,False,0,False,20,20,19,False,False,False
0,1,True,False,0,False,17,17,22,False,False,True
0,3,False,False,0,False,20,20,21,True,False,False
0,4,True,False,0,False,20,20,23,False,False,True
0,11,False,True,1,False,20,14,20,False,False,False
0,9,True,False,1,False,20,9,25,False,False,True
0,5,True,False,0,False,20,10,17,False,False,False
0,6,True,False,0,False,20,20,18,False,False,False
0,10,True,False,1,False,21,12,17,False,False,False
0,13,True,False,1,False,21,15,17,False,False,False
0,12,False,True,1,False,19,16,19,False,False,False
0,10,False,False,1,False,26,6,26,False,True,True
0,4,True,False,0,False,20,20,23,False,False,True
0,10,True,False,1,False,18,16,23,False,False,True
0,4,False,False,0,False,17,17,21,True,False,False
0,11,False,False,0,False,17,7,20,False,False,False
0,5,True,False,0,False,19,19,24,False,False,True
0,2,False,False,0,False,16,16,17,False,False,False
0,6,False,False,1,False,12,4,20,False,False,False
0,11,False,False,1,False,23,13,19,False,True,False
0,2,False,False,0,False,19,9,21,True,False,False
0,8,True,False,1,False,21,14,24,False,False,True
0,8,False,False,1,False,17,15,21,True,False,False
0,8,False,False,2,False,22,9,22,False,True,True
0,2,True,False,0,False,16,16,23,False,False,True
0,9,False,False,1,False,23,16,19,False,True,False
0,7,True,False,3,False,18,6,17,False,False,False
0,1,True,False,0,False,20,20,18,False,False,False
0,11,False,False,2,False,25,6,23,False,True,True
0,7,False,False,0,False,20,20,21,True,False,False
0,2,False,False,0,False,14,4,20,False,False,False
0,6,False,True,0,False,17,17,17,False,False,False
0,1,False,False,0,False,13,3,21,True,False,False
0,6,True,False,0,False,19,9,26,False,False,True
0,1,False,False,0,False,17,17,20,False,False,False
0,1,False,False,0,False,14,14,21,True,False,False
0,4,True,False,0,False,20,10,22,False,False,True
0,9,True,False,0,False,20,20,19,False,False,False
0,2,False,False,0,False,15,15,19,False,False,False
0,9,True,False,0,True,21,11,19,False,False,False
0,4,False,False,0,False,14,14,19,False,False,False
0,10,False,False,0,False,20,20,21,True,False,False
0,9,True,False,2,False,18,8,22,False,False,True
0,5,True,False,0,False,13,13,22,False,False,True
0,6,True,False,0,False,17,17,25,False,False,True
0,1,False,True,1,False,21,11,21,True,False,False
0,13,False,True,2,False,20,12,20,False,False,False
0,1,False,False,0,False,14,14,21,True,False,False
0,12,False,False,1,False,23,13,20,False,True,False
0,12,True,False,1,False,17,10,24,False,False,True
0,5,True,False,0,False,13,13,22,False,False,True
0,9,False,False,1,False,23,13,19,False,True,False
0,5,False,True,0,False,18,18,18,False,False,False
0,8,False,False,0,False,17,7,18,False,False,False
0,5,True,False,0,False,19,19,24,False,False,True
0,9,False,False,1,False,18,13,19,False,False,False
0,6,True,False,0,False,18,18,17,False,False,False
0,9,False,False,2,False,23,11,21,True,True,False
0,8,False,False,1,False,26,16,18,False,True,False
0,7,True,False,1,False,21,11,17,False,False,False
0,11,False,False,3,False,17,5,20,False,False,False
0,3,True,False,1,False,20,11,22,False,False,True
0,9,False,False,0,False,17,17,19,False,False,False
0,10,False,False,1,False,18,8,19,False,False,False
0,2,True,False,0,False,17,17,25,False,False,True
0,3,False,False,0,False,12,12,18,False,False,False
0,4,False,True,0,True,21,11,21,True,False,False
0,4,True,False,0,False,15,15,22,False,False,True
0,13,True,False,0,False,18,8,23,False,False,True
0,6,False,False,0,False,12,12,17,False,False,False
0,8,True,False,0,False,20,20,17,False,False,False
0,10,False,False,3,False,23,10,19,False,True,False
0,13,False,False,0,False,18,18,21,True,False,False
0,11,False,False,2,False,25,8,22,False,True,True
0,3,True,False,0,False,13,13,23,False,False,True
0,4,True,False,0,False,20,20,23,False,False,True
0,1,False,False,0,False,17,17,20,False,False,False
0,2,False,False,0,False,15,15,17,False,False,False
0,10,False,False,1,False,24,4,17,False,True,False
0,12,False,False,1,False,20,14,21,True,False,False
0,2,False,False,0,False,12,12,21,True,False,False
0,10,False,False,1,False,19,12,20,False,False,False
0,5,True,False,0,False,13,13,24,False,False,True
0,12,True,False,0,False,17,17,22,False,False,True
0,8,True,False,1,False,17,15,22,False,False,True
0,10,False,True,0,False,17,17,17,False,False,False
0,12,False,False,1,False,23,13,20,False,True,False
0,5,True,False,0,False,15,15,24,False,False,True
0,11,False,False,1,False,25,15,20,False,True,False
0,12,True,False,1,False,18,16,17,False,False,False
0,6,False,False,0,False,15,5,20,False,False,False
0,4,True,False,0,False,18,18,23,False,False,True
0,1,False,False,1,False,23,13,20,False,True,False
0,4,True,False,0,False,16,16,24,False,False,True
0,6,False,False,0,False,12,12,17,False,False,False
0,9,True,False,0,False,17,17,26,False,False,True
0,9,True,False,0,True,21,11,23,False,False,True
0,12,False,False,0,False,18,8,20,False,False,False
0,11,True,False,1,False,18,8,17,False,False,False
0,7,True,False,1,False,18,8,24,False,False,True
0,12,False,False,0,False,18,18,21,True,False,False
0,5,False,False,1,False,13,11,18,False,False,False
0,13,True,False,1,False,17,12,22,False,False,True
0,9,True,False,1,False,21,10,19,False,False,False
0,4,True,False,1,False,15,6,26,False,False,True
0,7,True,False,1,False,21,16,18,False,False,False
0,5,True,False,0,False,13,13,22,False,False,True
0,5,True,False,0,True,21,11,17,False,False,False
0,8,True,False,0,False,18,18,25,False,False,True
0,6,True,False,0,True,21,11,26,False,False,True
0,6,False,False,0,False,12,12,19,False,False,False
0,13,False,True,1,False,18,5,18,False,False,False
